year,state,lga,fvi_score,annual_rainfall_mm,population_exposed_thousands
2019,Niger,Gbako,4.34,1423,18
2019,Niger,Lapai,1.32,1640,31
2019,Niger,Agwara,7.41,1265,23
2019,Niger,Chanchaga,9.23,1714,27
2019,Niger,Agaie,7.24,1738,22
2019,Niger,Tafa,3.08,1782,21
2019,Niger,Lavun,2.48,1784,28
2019,Niger,Gurara,3.17,1923,29
2019,Niger,Kontagora,3,1795,24
2019,Niger,Rafi,3.22,1753,23
2019,Niger,Wushishi,2.83,1661,30
2019,Niger,Magama,3.59,1875,22
2019,Niger,Paikoro,8.56,1966,13
2019,Niger,Rijau,6.03,1473,25
2019,Niger,Katcha,2.12,1750,11
2019,Ogun,Remo North,4.14,1505,18
2019,Ogun,Ifo,6.75,1656,20
2019,Ogun,Egbado South,2.58,1459,13
2019,Ogun,Egbado North,9.61,1860,22
2019,Ogun,Ijebu North East,9.77,1693,31
2019,Ogun,Ikenne,2.78,1942,31
2019,Ogun,Ijebu North,2.91,1307,11
2019,Ogun,Ijebu East,9.68,1204,11
2019,Ogun,Ado-Odo/Ota,5.07,1299,10
2019,Ogun,Abeokuta North,3.23,1263,11
2019,Ogun,Abeokuta South,9.14,1600,7
2019,Ogun,Ipokia,3.07,1438,14
2019,Ogun,Obafemi-Owode,6.26,1220,10
2019,Ogun,Imeko-Afon,7.81,1586,14
2019,Ogun,Odeda,7.52,1353,14
2019,Ogun,Ijebu Ode,3.06,1238,8
2019,Ogun,Odogbolu,6.62,1569,8
2019,Ogun,Shagamu,4.84,1595,7
2019,Ogun,Ogun waterside,4.39,1481,10
2019,Ogun,Ewekoro,1.92,1353,13
2019,Ondo,Akoko South West,6.32,1358,14
2019,Ondo,Akoko South East,3.98,1603,9
2019,Ondo,Idanre,9.48,1570,7
2019,Ondo,Ondo East,3.68,1596,7
2019,Ondo,Okitipupa,5.4,1322,12
2019,Ondo,Ondo West,8.58,1224,9
2019,Ondo,Akoko North East,7.48,1314,15
2019,Ondo,Akoko North West,2.52,1500,13
2019,Ondo,Ifedore,2.45,1312,12
2019,Ondo,Irele,3.03,1558,7
2019,Ondo,Ose,7.18,1591,15
2019,Ondo,Ile-Oluji-Okeigbo,8.42,1406,15
2019,Ondo,Akure South,4.49,1360,14
2019,Ondo,Odigbo,9.04,1233,7
2019,Ondo,Ilaje,4.76,1384,8
2019,Ondo,Ese-Odo,3.08,1408,9
2019,Ondo,Akure North,2.61,1126,18
2019,Ondo,Owo,6.73,1143,21
2019,Osun,Boripe,8.56,1152,22
2019,Osun,Ifedayo,9.63,1314,15
2019,Osun,Ifelodun,4.36,1313,22
2019,Osun,Ilesha West,1.48,1434,17
2019,Osun,Ilesha East,8.47,1441,10
2019,Osun,Ejigbo,8.92,1322,21
2019,Osun,Aiyedire,7.59,1094,20
2019,Osun,Aiyedade,6.1,1256,19
2019,Osun,Irewole,8.92,1343,14
2019,Osun,Boluwaduro,3.24,1460,15
2019,Osun,Irepodun,3.67,1319,13
2019,Osun,Ife East,7.27,1109,13
2019,Osun,Ila,6.39,1225,15
2019,Osun,Egbedore,6.35,1149,19
2019,Osun,Ede North,6.55,1106,15
2019,Osun,Ife Central,1.3,1393,12
2019,Osun,Obokun,1.97,1416,14
2019,Osun,Ola-oluwa,8.32,1316,20
2019,Osun,Atakumosa West,5.96,1431,13
2019,Osun,Atakumosa East,7.61,1357,18
2019,Osun,Ede South,9.66,1387,11
2019,Osun,Ife North,3.49,1145,19
2019,Osun,Iwo,2.61,1295,21
2019,Osun,Orolu,7.79,1450,8
2019,Osun,Isokan,1.99,1382,10
2019,Osun,Odo-Otin,3.56,1108,11
2019,Osun,Ife South,5.53,1106,22
2019,Osun,Oriade,9.41,1153,17
2019,Osun,Osogbo,9.28,1268,12
2019,Osun,Olorunda,1.18,1248,14
2019,Oyo,Saki West,7.52,1354,17
2019,Oyo,Oyo East,4.47,1422,21
2019,Oyo,Oyo West,9.75,1472,22
2019,Oyo,Saki East,1.11,1248,26
2019,Oyo,Atigbo,2.16,1582,27
2019,Oyo,Atiba,9.63,1257,19
2019,Oyo,Akinyele,7.03,1198,20
2019,Oyo,Kajola,7.57,1379,27
2019,Oyo,Itesiwaju,2.95,1206,21
2019,Oyo,Ido,9.47,1431,12
2019,Oyo,Iseyin,5.08,1539,26
2019,Oyo,Ibarapa North,7.1,1399,10
2019,Oyo,Ibarapa Central,9.04,1339,17
2019,Oyo,Ibadan South West,7.83,1391,14
2019,Oyo,Ibadan South East,5.46,1501,10
2019,Oyo,Afijio,9.47,1417,22
2019,Oyo,Ibadan North West,5.93,1397,24
2019,Oyo,Ibadan North East,3.97,1475,18
2019,Oyo,Ibadan North,9.1,3356,25
2019,Oyo,Surulere,1.68,3052,24
2019,Oyo,Ibarapa East,8.66,3640,38
2019,Oyo,Irepo,5.27,3414,22
2019,Oyo,Ogbomosho North,2.14,3492,57
2019,Oyo,Ogbomosho South,3.92,2990,51
2019,Oyo,Ogo Oluwa,7.41,3517,45
2019,Oyo,Lagelu,4.99,2896,41
2019,Oyo,Iwajowa,2.21,3354,51
2019,Oyo,Olorunsogo,2.64,2795,41
2019,Oyo,Oluyole,3.29,3621,20
2019,Oyo,Ona-Ara,4.28,3650,22
2019,Oyo,Orelope,9.59,2859,49
2019,Oyo,Ori Ire,5.88,3735,54
2019,Oyo,Egbeda,7.89,3554,46
2019,Plateau,Bassa,7.68,3253,22
2019,Plateau,Bokkos,3.55,3018,33
2019,Plateau,Langtang North,3.39,3677,33
2019,Plateau,Qua'an Pan,8.69,3214,53
2019,Plateau,Barikin Ladi,5.73,2967,51
2019,Plateau,Riyom,7.46,3179,37
2019,Plateau,Langtang South,7.2,2870,48
2019,Plateau,Pankshin,9.9,2963,26
2019,Plateau,Wase,7.5,647,15
2019,Plateau,Kanam,6.05,719,19
2019,Plateau,Kanke,4.72,658,20
2019,Plateau,Mangu,5.43,676,13
2019,Plateau,Jos North,7.99,735,14
2019,Plateau,Jos East,7.19,655,15
2019,Plateau,Shendam,9.19,633,15
2019,Plateau,Jos South,5.39,656,8
2019,Plateau,Mikang,5.21,595,12
2019,Rivers,Etche,8.86,587,15
2019,Rivers,Andoni,9.43,596,9
2019,Rivers,Port-Harcourt,3.72,589,20
2019,Rivers,Opobo/Nkoro,6.28,623,7
2019,Rivers,Ogu/Bolo,4.17,643,9
2019,Rivers,Khana,5.45,616,18
2019,Rivers,Ogba/Egbema/Ndoni,2.25,623,8
2019,Rivers,Degema,9.22,693,21
2019,Rivers,Emohua,3.58,597,13
2019,Rivers,Asari-Toru,6.12,661,7
2019,Rivers,Bonny,4.88,568,8
2019,Rivers,Obia/Akpor,4.55,642,9
2019,Rivers,Eleme,3.64,642,18
2019,Rivers,Ahoada East,6.88,689,10
2019,Rivers,Gokana,9.23,1041,25
2019,Rivers,Oyigbo,7.07,1241,23
2019,Rivers,Ahoada West,2.95,1104,16
2019,Rivers,Tai,4.39,1109,16
2019,Rivers,Okrika,6.01,1019,18
2019,Rivers,Ikwerre,6.09,1184,20
2019,Rivers,Omumma,1.34,960,27
2019,Rivers,Akuku Toru,2.37,984,25
2019,Rivers,Abua/Odual,2.31,1127,33
2019,Sokoto,Yabo,2.88,1066,12
2019,Sokoto,Bodinga,9.82,1126,31
2019,Sokoto,Kebbe,7.06,1144,19
2019,Sokoto,Sabon Birni,6.4,1069,13
2019,Sokoto,Binji,1.7,1061,21
2019,Sokoto,Shagari,3.12,1035,31
2019,Sokoto,Silame,2.15,986,25
2019,Sokoto,Sokoto North,2.64,530,7
2019,Sokoto,Sokoto South,4.91,530,17
2019,Sokoto,Gada,7.55,564,10
2019,Sokoto,Goronyo,4.97,453,16
2019,Sokoto,Gudu,3.67,492,20
2019,Sokoto,Tambuwal,5.08,596,17
2019,Sokoto,Isa,8.34,575,21
2019,Sokoto,Gwadabawa,2.58,456,19
2019,Sokoto,Tureta,8,571,13
2019,Sokoto,Tangaza,2.92,496,11
2019,Sokoto,Dange-Shuni,8.21,506,11
2019,Sokoto,Illela,8.02,524,13
2019,Sokoto,Rabah,9.66,596,18
2019,Sokoto,Wamako,6.59,548,8
2019,Sokoto,Kware,1.87,591,21
2019,Sokoto,Wurno,9.16,569,14
2019,Taraba,Jalingo,5.56,512,15
2019,Taraba,Gashaka,3.42,662,26
2019,Taraba,Bali,1.32,640,20
2019,Taraba,Ardo-Kola,7.25,645,11
2019,Taraba,Sardauna,5.77,715,11
2019,Taraba,Kurmi,9.49,641,18
2019,Taraba,Karim-Lamido,2.33,594,24
2019,Taraba,Zing,2.88,765,28
2019,Taraba,Gassol,4.79,708,22
2019,Taraba,Donga,5.83,640,25
2019,Taraba,Ussa,4.33,630,14
2019,Taraba,Wukari,8.14,604,20
2019,Taraba,Yorro,9.92,632,12
2019,Taraba,Takum,5.44,755,11
2019,Taraba,Lau,2.13,662,17
2019,Taraba,Ibi,4.24,2122,27
2019,Yobe,Tarmua,8.08,2101,31
2019,Yobe,Damaturu,2.46,2005,35
2019,Yobe,Bade,7.03,2210,31
2019,Yobe,Gulani,3.27,2169,39
2019,Yobe,Nangere,5.75,2105,39
2019,Yobe,Gujba,4.9,2154,22
2019,Yobe,Geidam,1.73,2190,24
2019,Yobe,Machina,6.42,2211,21
2019,Yobe,Nguru,4.52,2259,25
2019,Yobe,Fune,8.98,1801,29
2019,Yobe,Bursari,5.5,2149,26
2019,Yobe,Potiskum,1.69,2026,39
2019,Yobe,Jakusko,3.02,2170,39
2019,Yobe,Fika,3.36,2006,29
2019,Yobe,Yunusari,4.8,1945,16
2019,Yobe,Yusufari,3.46,1920,27
2019,Yobe,Karasuwa,5.51,820,14
2019,Yobe,Bade,2.14,778,12
2019,Zamfara,Bakura,9.24,919,19
2019,Zamfara,Gusau,6.26,957,24
2019,Zamfara,Anka,8.04,981,18
2019,Zamfara,Gummi,2.68,787,18
2019,Zamfara,Shinkafi,7.11,828,26
2019,Zamfara,Talata Mafara,7.26,882,27
2019,Zamfara,Maradun,9.67,878,26
2019,Zamfara,Birnin Magaji,6.92,958,15
2019,Zamfara,Bungudu,8.75,821,18
2019,Zamfara,Tsafe,2.93,942,12
2019,Zamfara,Gusau,8.16,1022,19
2019,Zamfara,Bukkuyum,3.22,976,23
2019,Zamfara,Maru,7.76,951,24
2019,Zamfara,Zurmi,7.69,855,14
2019,Zamfara,Kaura Namoda,4.24,1019,19
2020,Abia,Aba North,6.45,804,19
2020,Abia,Aba South,4.16,864,17
2020,Abia,Ukwa East,4.62,815,26
2020,Abia,Osisioma Ngwa,3.07,794,25
2020,Abia,Bende,6.91,3100,23
2020,Abia,Ikwuano,8.01,3197,22
2020,Abia,Isiukwuato,6.39,3043,27
2020,Abia,Ugwunagbo,5.72,2551,14
2020,Abia,Umuahia South,6.37,2548,34
2020,Abia,Umuahia North,9.77,3197,18
2020,Abia,Arochukwu,1.89,2643,16
2020,Abia,Isiala-Ngwa South,2.53,2553,28
2020,Abia,Isiala-Ngwa North,7.64,2840,33
2020,Abia,Obi Ngwa,8.03,3066,29
2020,Abia,Umu-Nneochi,3.64,2509,25
2020,Abia,Ukwa West,7.89,2946,25
2020,Abia,Ohafia,3.17,2979,33
2020,Adamawa,Fufore,1.91,2719,13
2020,Adamawa,Mayo-Belwa,9.45,3193,15
2020,Adamawa,Michika,2.36,3113,20
2020,Adamawa,Shelleng,9.19,2914,21
2020,Adamawa,Demsa,7.5,2813,22
2020,Adamawa,Ganye,7.66,2636,22
2020,Adamawa,Guyuk,9.83,2994,32
2020,Adamawa,Mubi North,7.01,3346,31
2020,Adamawa,Mubi South,2.09,2510,31
2020,Adamawa,Girei,1.7,3254,17
2020,Adamawa,Yola North,7.95,3113,13
2020,Adamawa,Song,9.58,2477,32
2020,Adamawa,Hong,9.25,2510,18
2020,Adamawa,Yola South,1.14,2776,33
2020,Adamawa,Gombi,7.42,2855,32
2020,Adamawa,Jada,1.23,2797,30
2020,Adamawa,Maiha,9.4,2940,13
2020,Adamawa,Numan,1.29,3084,31
2020,Adamawa,Lamurde,9.55,1809,31
2020,Adamawa,Madagali,2.06,1811,22
2020,Adamawa,Toungo,7.09,2143,16
2020,Akwa Ibom,Ibiono Ibom,2.65,2234,17
2020,Akwa Ibom,Abak,1.76,1871,23
2020,Akwa Ibom,Uyo,8.7,2247,30
2020,Akwa Ibom,Urue-Offong/Oruko,8.88,2344,33
2020,Akwa Ibom,Uruan,2.5,1979,30
2020,Akwa Ibom,Essien Udim,2.33,1908,38
2020,Akwa Ibom,Mbo,4.21,1854,25
2020,Akwa Ibom,Mbo,6.94,1913,21
2020,Akwa Ibom,Ika,2.14,2110,45
2020,Akwa Ibom,Ukanafun,6.49,1998,16
2020,Akwa Ibom,Udung Uko,3.21,1774,18
2020,Akwa Ibom,Mbo,7.56,1936,28
2020,Akwa Ibom,Etim Ekpo,8.79,1902,43
2020,Akwa Ibom,Etinan,9.2,2088,22
2020,Akwa Ibom,Itu,6.8,2237,41
2020,Akwa Ibom,Ikono,6.47,1877,30
2020,Akwa Ibom,Ikot Abasi,5.46,2280,39
2020,Akwa Ibom,Ikot Ekpene,7.28,2106,19
2020,Akwa Ibom,Oruk Anam,9.28,698,23
2020,Akwa Ibom,Oron,5.45,925,21
2020,Akwa Ibom,Onna,9.47,868,11
2020,Akwa Ibom,Okobo,1.84,795,21
2020,Akwa Ibom,Eastern Obolo,9.12,792,9
2020,Akwa Ibom,Eket,9.2,718,8
2020,Akwa Ibom,Obot Akara,3.05,814,16
2020,Akwa Ibom,Ini,9.09,748,25
2020,Akwa Ibom,Nsit Ubium,6.32,915,13
2020,Akwa Ibom,Nsit Ibom,6.25,760,17
2020,Akwa Ibom,Nsit Atai,9.43,880,8
2020,Akwa Ibom,Mkpat Enin,8.02,791,11
2020,Akwa Ibom,Ibeno,9.79,790,18
2020,Akwa Ibom,Ibesikpo Asutan,3,774,17
2020,Akwa Ibom,Mbo,5.94,793,18
2020,Akwa Ibom,Mbo,8.19,869,21
2020,Akwa Ibom,Esit - Eket,9.97,873,24
2020,Anambra,Ihiala,5.06,795,12
2020,Anambra,Idemili North,6.81,932,24
2020,Anambra,Idemili South,8.35,832,16
2020,Anambra,Nnewi North,3.83,3372,49
2020,Anambra,Aguata,8.52,3058,71
2020,Anambra,Njikoka,2.44,3511,80
2020,Anambra,Onitsha North,8.17,3065,135
2020,Anambra,Ogbaru,1.04,3118,134
2020,Anambra,Anambra West,8.75,3561,119
2020,Anambra,Anambra East,1.48,3526,94
2020,Anambra,Awka North,7.14,3245,68
2020,Anambra,Ekwusigo,9.54,1275,38
2020,Anambra,Awka South,7.22,1590,18
2020,Anambra,Ayamelum,5.19,1500,26
2020,Anambra,Dunukofia,1.5,1605,41
2020,Anambra,Anaocha,9.27,1300,40
2020,Anambra,Oyi,1.19,1402,34
2020,Anambra,Onitsha South,1.22,1483,40
2020,Anambra,Orumba North,9.77,1420,26
2020,Anambra,Orumba South,7.48,1543,20
2020,Anambra,Dunukofia,5.22,1298,28
2020,Anambra,Nnewi South,5.77,1365,39
2020,Bauchi,Gamawa,3.88,1429,30
2020,Bauchi,Ganjuwa,7.63,1431,39
2020,Bauchi,Toro,8.93,1374,38
2020,Bauchi,Giade,6.41,1263,29
2020,Bauchi,Tafawa-Balewa,3.04,1354,42
2020,Bauchi,Alkaleri,1.13,1498,36
2020,Bauchi,Misau,6.17,1354,42
2020,Bauchi,Dass,6.47,1601,41
2020,Bauchi,Itas/Gadau,8.83,1423,22
2020,Bauchi,Darazo,2.35,1520,19
2020,Bauchi,Bauchi,7.96,1287,26
2020,Bauchi,Ningi,8.81,1216,28
2020,Bauchi,Kirfi,5.76,638,13
2020,Bauchi,Katagum,3.49,606,7
2020,Bauchi,Shira,6.14,623,18
2020,Bauchi,Jama'are,5.58,524,8
2020,Bauchi,Zaki,6.43,595,16
2020,Bauchi,Bogoro,9.05,521,8
2020,Bauchi,Damban,1.56,497,16
2020,Bauchi,Warji,9.62,570,11
2020,Bayelsa,Brass,9.94,520,16
2020,Bayelsa,Ogbia,5.24,599,14
2020,Bayelsa,Ekeremor,1.85,593,14
2020,Bayelsa,Nembe,6.12,631,13
2020,Bayelsa,Sagbama,3.81,663,14
2020,Bayelsa,Kolokuma/Opokuma,4.21,609,15
2020,Bayelsa,Southern Ijaw,4.82,564,21
2020,Bayelsa,Yenegoa,6.59,649,14
2020,Benue,Gwer West,8.53,540,19
2020,Benue,Ukum,3.15,542,17
2020,Benue,Ushongo,1.1,519,16
2020,Benue,Guma,1.25,668,14
2020,Benue,Vandeikya,8.99,520,8
2020,Benue,Ohimini,7.62,540,13
2020,Benue,Katsina-Ala,2.46,535,19
2020,Benue,Konshisha,4.46,626,7
2020,Benue,Apa,9.05,501,15
2020,Benue,Kwande,1.34,503,8
2020,Benue,Ado,2.27,504,15
2020,Benue,Logo,7.11,2190,25
2020,Benue,Makurdi,4.53,2873,40
2020,Benue,Gboko,9.55,2444,27
2020,Benue,Obi,4.99,2303,15
2020,Benue,Ogbadibo,8.42,2298,19
2020,Benue,Oju,1.09,2639,30
2020,Benue,Agatu,6.8,2270,38
2020,Benue,Buruku,6.82,2208,41
2020,Benue,Okpokwu,4.03,2860,35
2020,Benue,Oturkpo,8.04,2792,17
2020,Benue,Tarka,1.44,2281,32
2020,Benue,Gwer East,2.52,2429,21
2020,Borno,Abadam,2.64,2215,36
2020,Borno,Chibok,8.64,2203,43
2020,Borno,Jere,4.65,2253,21
2020,Borno,Maiduguri,1.47,2802,39
2020,Borno,Kala/Balge,4.47,2631,16
2020,Borno,Askira/Uba,9.76,2902,33
2020,Borno,Marte,8.96,2847,36
2020,Borno,Kaga,9.32,3578,28
2020,Borno,Mobbar,9.7,3303,32
2020,Borno,Bayo,8.77,3059,39
2020,Borno,Monguno,8.77,2770,50
2020,Borno,Ngala,1.97,2831,41
2020,Borno,Nganzai,9.93,3408,33
2020,Borno,Hawul,5.46,3177,45
2020,Borno,Gwoza,5.2,3442,25
2020,Borno,Guzamala,2.53,2976,45
2020,Borno,Shani,5.78,3489,47
2020,Borno,Gubio,9.14,3341,25
2020,Borno,Dikwa,5.83,3359,27
2020,Borno,Kwaya Kusar,7.03,3199,35
2020,Borno,Damboa,7.85,3576,32
2020,Borno,Kukawa,5.24,2758,46
2020,Borno,Konduga,8.91,2715,48
2020,Borno,Mafa,3.39,3233,40
2020,Borno,Biu,5.78,2816,18
2020,Borno,Magumeri,7.42,2923,31
2020,Borno,Bama,3.93,2790,40
2020,Cross River,Calabar South,6.42,3197,43
2020,Cross River,Calabar South,8.42,2922,49
2020,Cross River,Ogoja,1.27,2943,26
2020,Cross River,Obubra,8.99,3481,48
2020,Cross River,Abi,8.06,1686,13
2020,Cross River,Etung,9.68,1717,26
2020,Cross River,Obanliku,3.67,1891,18
2020,Cross River,Akamkpa,6.73,1616,13
2020,Cross River,Yakurr,5.91,1662,34
2020,Cross River,Yala,4.87,1815,37
2020,Cross River,Boki,4.47,1642,20
2020,Cross River,Ikom,5.05,1733,28
2020,Cross River,Obudu,2.57,1526,34
2020,Cross River,Odukpani,8.53,1727,16
2020,Cross River,Akpabuyo,1.99,1901,27
2020,Cross River,Bekwara,3.93,1953,38
2020,Cross River,Bakassi,3.98,1690,21
2020,Cross River,Bakassi,7.39,1839,32
2020,Cross River,Biase,5.62,2273,42
2020,Cross River,Calabar-Municipal,2.95,1791,31
2020,Delta,Isoko North,3.85,1870,24
2020,Delta,Aniocha South,3.5,2218,35
2020,Delta,Bomadi,4.15,2252,15
2020,Delta,Ndokwa East,1.84,2339,28
2020,Delta,Ndokwa West,2.35,1755,30
2020,Delta,Uvwie,1.02,2248,26
2020,Delta,Aniocha North,3.27,2019,41
2020,Delta,Oshimili South,2.04,1866,40
2020,Delta,Bomadi,8.89,2347,26
2020,Delta,Bomadi,8.79,1867,36
2020,Delta,Bomadi,6.66,2251,15
2020,Delta,Oshimili North,3.75,1849,17
2020,Delta,Okpe,4.41,2151,39
2020,Delta,Warri South West,3.47,1888,30
2020,Delta,Warri South,4.46,1870,29
2020,Delta,Ukwuani,3.93,1485,13
2020,Delta,Isoko South,9.42,1466,20
2020,Delta,Ika North East,7.94,1465,19
2020,Delta,Warri North,9.09,1339,8
2020,Delta,Ika South,5.51,1384,13
2020,Delta,Ethiope East,6.61,1485,20
2020,Delta,Ethiope East,6.69,1326,17
2020,Delta,Isoko North,2.33,1186,15
2020,Delta,Patani,7.64,1320,7
2020,Delta,Ethiope West,6.68,1271,10
2020,Delta,Ughelli South,9.58,1486,7
2020,Delta,Burutu,6.83,1217,20
2020,Delta,Ughelli North,7.69,1294,12
2020,Delta,Sapele,4.13,1454,12
2020,Delta,Udu,7.2,1263,10
2020,Ebonyi,Abakaliki,8.39,1403,7
2020,Ebonyi,Izzi,6.2,1882,31
2020,Ebonyi,Ohaukwu,9.74,1411,29
2020,Ebonyi,Ivo,9.44,1678,15
2020,Ebonyi,Ikwo,4.65,1857,32
2020,Ebonyi,Afikpo North,1.3,1705,14
2020,Ebonyi,Ishielu,2.38,1705,28
2020,Ebonyi,Ebonyi,4.84,1403,19
2020,Ebonyi,Afikpo South,6.62,1676,11
2020,Ebonyi,Ezza South,4.05,1837,27
2020,Ebonyi,Ohaozara,7.2,1454,25
2020,Ebonyi,Ezza North,3.31,1631,16
2020,Ebonyi,Onicha,6.68,1508,31
2020,Edo,Egor,3.44,1731,21
2020,Edo,Oredo,8.98,1808,12
2020,Edo,Owan West,3.56,1554,23
2020,Edo,Esan South East,2.37,1493,16
2020,Edo,Esan North East,3.8,1503,12
2020,Edo,Esan Central,3.75,1256,43
2020,Edo,Owan East,4.94,1159,26
2020,Edo,Uhunmwonde,2.66,1180,60
2020,Edo,Etsako West,3.69,1196,52
2020,Edo,Ikpoba-Okha,2.84,1422,53
2020,Edo,Etsako East,2.16,1438,70
2020,Edo,Etsako Central,6.91,793,33
2020,Edo,Orhionmwon,5.78,664,30
2020,Edo,Akoko-Edo,9.59,704,29
2020,Edo,Igueben,9.25,677,14
2020,Edo,Ovia North East,9.81,692,32
2020,Edo,Ovia South West,7.91,812,17
2020,Edo,Esan West,1.73,872,13
2020,Ekiti,Ikole,5.38,824,28
2020,Ekiti,Ilejemeji,9.46,801,36
2020,Ekiti,Moba,7.37,671,37
2020,Ekiti,Ido-Osi,8.55,703,37
2020,Ekiti,Ikere,9.16,2430,20
2020,Ekiti,Ekiti East,6.19,1913,12
2020,Ekiti,Irepodun/Ifelodun,6.59,2061,23
2020,Ekiti,Ekiti South West,2.07,1869,24
2020,Ekiti,Efon,6.52,2115,13
2020,Ekiti,Ise/Orun,8.3,2099,10
2020,Ekiti,Emure,7.81,1877,17
2020,Ekiti,Oye,2.28,2026,25
2020,Ekiti,Ado Ekiti,3.02,2317,16
2020,Ekiti,Ijero,4.35,2018,10
2020,Ekiti,Ekiti West,3.05,2135,16
2020,Ekiti,Aiyekire (Gbonyin),6.61,2260,21
2020,Enugu,Udi,4.48,2350,16
2020,Enugu,Udenu,3.22,2472,21
2020,Enugu,Enugu East,2.12,2470,25
2020,Enugu,Ezeagu,1.92,2320,27
2020,Enugu,Aninri,7.77,2507,29
2020,Enugu,Oji-River,5.23,2228,25
2020,Enugu,Enugu South,9.6,2401,27
2020,Enugu,Enugu North,9.56,2091,19
2020,Enugu,Nkanu East,6.22,2056,28
2020,Enugu,Nsukka,8.8,2449,11
2020,Enugu,Nkanu West,4.33,2180,17
2020,Enugu,Uzo-Uwani,5.03,1982,29
2020,Enugu,Awgu,4.57,2173,26
2020,Enugu,Isi-Uzo,3.61,2116,21
2020,Enugu,Igbo-Eze South,9.53,2234,27
2020,Enugu,Igbo-Eze North,5.81,784,20
2020,Enugu,Igbo-Etiti,8.15,701,8
2020,Federal Capital Territory,Bwari,4.33,829,16
2020,Federal Capital Territory,Abaji,5.59,718,23
2020,Federal Capital Territory,Abuja Municipal,5.81,858,11
2020,Federal Capital Territory,Kuje,7.04,733,19
2020,Federal Capital Territory,Gwagwalada,8.39,886,20
2020,Federal Capital Territory,Kwali,2.13,871,12
2020,Gombe,Akko,5.2,916,23
2020,Gombe,Shomgom,5.35,824,11
2020,Gombe,Balanga,5.23,825,17
2020,Gombe,Billiri,3.39,774,15
2020,Gombe,Funakaye,8.94,932,20
2020,Gombe,Gombe,3.48,717,10
2020,Gombe,Nafada,5.59,855,13
2020,Gombe,Yamaltu/Deba,9.32,737,8
2020,Gombe,Kwami,7.36,721,9
2020,Gombe,Kaltungo,9.49,737,8
2020,Gombe,Dukku,9.05,898,18
2020,Imo,Njaba,8.85,702,8
2020,Imo,Ngor-Okpala,8.91,879,20
2020,Imo,Mbaitoli,8.5,804,13
2020,Imo,Orlu,6.2,893,15
2020,Imo,Ahiazu-Mbaise,9.15,733,23
2020,Imo,Isu,8.25,869,13
2020,Imo,Okigwe,6.18,928,11
2020,Imo,Owerri-Municipal,6.55,879,14
2020,Imo,Ezinihitte,9.76,1275,14
2020,Imo,Oru West,7.32,1285,16
2020,Imo,Ohaji/Egbema,6.36,1111,29
2020,Imo,Owerri West,9.26,1125,33
2020,Imo,Unuimo,8.2,1270,22
2020,Imo,Orsu,9.98,1117,33
2020,Imo,Nwangele,7.38,965,17
2020,Imo,Nkwerre,1.62,1166,23
2020,Imo,Owerri North,4.12,1098,31
2020,Imo,Oru East,7.93,1234,32
2020,Imo,Oguta,1.83,1180,25
2020,Imo,Ideato North,7.36,1130,31
2020,Imo,Ideato South,2.34,1119,12
2020,Imo,Obowo,7.45,1251,28
2020,Imo,Ehime-Mbano,9.04,1215,25
2020,Imo,Ikeduru,9.01,1276,15
2020,Imo,Isiala Mbano,5.55,973,14
2020,Imo,Aboh-Mbaise,3.67,1169,12
2020,Imo,Ihitte/Uboma,6.11,1147,11
2020,Jigawa,Buji,3.97,962,28
2020,Jigawa,Gwaram,3.7,1176,30
2020,Jigawa,Gwiwa,2.83,1236,32
2020,Jigawa,Hadejia,4.17,968,33
2020,Jigawa,Auyo,1.72,975,18
2020,Jigawa,Kiri Kasamma,6.88,947,11
2020,Jigawa,Sule-Tankarkar,5.19,859,10
2020,Jigawa,Garki,8.25,795,7
2020,Jigawa,Kafin Hausa,5.74,875,16
2020,Jigawa,Gagarawa,7.78,814,9
2020,Jigawa,Babura,4.09,961,10
2020,Jigawa,Taura,6.19,862,8
2020,Jigawa,Kazaure,6.87,778,10
2020,Jigawa,Miga,6.24,873,9
2020,Jigawa,Dutse,7.07,952,20
2020,Jigawa,Kiyawa,5.64,908,17
2020,Jigawa,Ringim,5.7,727,16
2020,Jigawa,Kaugama,5.28,897,15
2020,Jigawa,Jahun,5.78,743,9
2020,Jigawa,Maigatari,9.3,961,19
2020,Jigawa,Gumel,7.65,739,20
2020,Jigawa,Birni Kudu,3.29,965,15
2020,Jigawa,Biriniwa,7.44,855,9
2020,Jigawa,Malam Madori,8.29,839,9
2020,Jigawa,Roni,4.37,881,11
2020,Jigawa,Yankwashi,8.4,751,16
2020,Jigawa,Guri,7.96,785,10
2020,Kaduna,Giwa,9.3,930,12
2020,Kaduna,Soba,6.65,745,9
2020,Kaduna,Ikara,9.8,962,8
2020,Kaduna,Jema'a,6.57,957,14
2020,Kaduna,Kaura,2.65,918,15
2020,Kaduna,Kubau,6.6,740,8
2020,Kaduna,Kudan,6.53,753,18
2020,Kaduna,Kachia,2.03,895,9
2020,Kaduna,Birnin-Gwari,5.21,937,16
2020,Kaduna,Kaduna South,7.04,743,11
2020,Kaduna,Chikun,4.52,928,8
2020,Kaduna,Igabi,8.91,770,19
2020,Kaduna,Kaduna North,2.49,880,15
2020,Kaduna,Lere,7.89,806,19
2020,Kaduna,Kajuru,2.68,885,19
2020,Kaduna,Markafi,2.21,923,12
2020,Kaduna,Kauru,1.21,941,19
