year,state,lga,fvi_score,annual_rainfall_mm,population_exposed_thousands
2019,Ogun,Egbado South,3.09,592,166
2019,Ogun,Ewekoro,7.84,581,180
2019,Ogun,Ifo,1.07,481,97
2019,Ogun,Ijebu East,4.78,293,138
2019,Ogun,Ijebu North,3.91,252,113
2019,Ogun,Ijebu North East,6.9,737,55
2019,Ogun,Ijebu Ode,8.96,105,153
2019,Ogun,Ikenne,5.28,181,151
2019,Ogun,Imeko-Afon,1.28,877,152
2019,Ogun,Ipokia,2.14,106,113
2019,Ogun,Obafemi-Owode,9.97,589,161
2019,Ogun,Odeda,7.13,261,68
2019,Ogun,Odogbolu,3.57,765,98
2019,Ogun,Ogun waterside,5.98,881,193
2019,Ogun,Remo North,9.01,153,111
2019,Ogun,Shagamu,5.25,174,173
2019,Ondo,Akoko North East,1.8,288,55
2019,Ondo,Akoko North West,6.63,864,93
2019,Ondo,Akoko South East,6.9,596,155
2019,Ondo,Akoko South West,8.06,851,178
2019,Ondo,Akure North,1.71,900,74
2019,Ondo,Akure South,8.74,901,170
2019,Ondo,Ese-Odo,5.4,844,200
2019,Ondo,Idanre,5.48,630,51
2019,Ondo,Ifedore,7.29,319,68
2019,Ondo,Ilaje,2.19,971,184
2019,Ondo,Ile-Oluji-Okeigbo,3.63,734,111
2019,Ondo,Irele,8.95,348,74
2019,Ondo,Odigbo,1.43,330,118
2019,Ondo,Okitipupa,4.95,141,187
2019,Ondo,Ondo East,7.65,995,103
2019,Ondo,Ondo West,8.62,804,103
2019,Ondo,Ose,2.07,681,154
2019,Ondo,Owo,4.38,396,138
2019,Osun,Aiyedade,5.01,709,149
2019,Osun,Aiyedire,3.67,317,70
2019,Osun,Atakumosa East,4.38,429,182
2019,Osun,Atakumosa West,9.44,914,182
2019,Osun,Boluwaduro,8.64,692,73
2019,Osun,Boripe,5.54,183,179
2019,Osun,Ede North,2.76,162,135
2019,Osun,Ede South,2.64,585,53
2019,Osun,Egbedore,3.45,326,192
2019,Osun,Ejigbo,7.39,596,153
2019,Osun,Ife Central,5.01,346,53
2019,Osun,Ife East,8.9,656,107
2019,Osun,Ife North,2.79,790,57
2019,Osun,Ife South,8.82,431,185
2019,Osun,Ifedayo,8.26,726,77
2019,Osun,Ifelodun,2.82,328,67
2019,Osun,Ila,3.94,540,67
2019,Osun,Ilesha East,8.44,319,196
2019,Osun,Ilesha West,6.47,263,55
2019,Osun,Irepodun,6.11,707,196
2019,Osun,Irewole,3.11,985,189
2019,Osun,Isokan,9.72,280,153
2019,Osun,Iwo,7.46,242,169
2019,Osun,Obokun,3.39,588,188
2019,Osun,Odo-Otin,1.63,587,133
2019,Osun,Ola-oluwa,6.64,349,85
2019,Osun,Olorunda,2.57,556,107
2019,Osun,Oriade,6.39,472,80
2019,Osun,Orolu,1.02,662,56
2019,Osun,Osogbo,4.27,778,197
2019,Oyo,Afijio,7,326,173
2019,Oyo,Akinyele,3.79,758,178
2019,Oyo,Atiba,1.2,101,78
2019,Oyo,Atigbo,7.24,519,70
2019,Oyo,Egbeda,2.6,177,130
2019,Oyo,Ibadan North,7.31,424,80
2019,Oyo,Ibadan North East,8.31,667,113
2019,Oyo,Ibadan North West,9.28,516,153
2019,Oyo,Ibadan South East,7.68,479,89
2019,Oyo,Ibadan South West,5.13,567,188
2019,Oyo,Ibarapa Central,5.1,473,148
2019,Oyo,Ibarapa East,7.27,676,192
2019,Oyo,Ibarapa North,8.1,797,89
2019,Oyo,Ido,7.66,491,134
2019,Oyo,Irepo,4,926,141
2019,Oyo,Iseyin,5.44,236,127
2019,Oyo,Itesiwaju,9.18,609,124
2019,Oyo,Iwajowa,7.07,995,62
2019,Oyo,Kajola,3.5,310,113
2019,Oyo,Lagelu,2.78,873,50
2019,Oyo,Ogbomosho North,1.04,100,199
2019,Oyo,Ogbomosho South,9.37,696,120
2019,Oyo,Ogo Oluwa,7.64,188,160
2019,Oyo,Olorunsogo,1.98,840,89
2019,Oyo,Oluyole,5.14,438,133
2019,Oyo,Ona-Ara,7.84,693,52
2019,Oyo,Orelope,5.79,783,105
2019,Oyo,Ori Ire,3.81,738,64
2019,Oyo,Oyo East,5.56,880,119
2019,Oyo,Oyo West,5.44,483,51
2019,Oyo,Saki East,2.08,534,166
2019,Oyo,Saki West,2.06,620,68
2019,Oyo,Surulere,6.93,865,168
2019,Plateau,Barikin Ladi,6.32,881,104
2019,Plateau,Bassa,2.5,452,67
2019,Plateau,Bokkos,9.51,605,65
2019,Plateau,Jos East,1.45,500,188
2019,Plateau,Jos North,5.33,653,107
2019,Plateau,Jos South,1.53,122,105
2019,Plateau,Kanam,5.79,432,84
2019,Plateau,Kanke,2.46,218,50
2019,Plateau,Langtang North,2.96,756,70
2019,Plateau,Langtang South,1.5,598,166
2019,Plateau,Mangu,3.51,485,123
2019,Plateau,Mikang,1.42,657,117
2019,Plateau,Pankshin,3.68,324,53
2019,Plateau,Qua'an Pan,2.83,777,178
2019,Plateau,Riyom,4.6,624,151
2019,Plateau,Shendam,9.31,163,75
2019,Plateau,Wase,2.76,1000,189
2019,Rivers,Abua/Odual,8.26,955,117
2019,Rivers,Ahoada East,9.27,243,116
2019,Rivers,Ahoada West,3.15,454,117
2019,Rivers,Akuku Toru,6.93,691,92
2019,Rivers,Andoni,3.47,499,93
2019,Rivers,Asari-Toru,1.62,994,122
2019,Rivers,Bonny,6.61,401,128
2019,Rivers,Degema,6.92,590,168
2019,Rivers,Eleme,4.25,726,174
2019,Rivers,Emohua,10,708,97
2019,Rivers,Etche,6.07,400,133
2019,Rivers,Gokana,6.92,453,170
2019,Rivers,Ikwerre,1.7,839,200
2019,Rivers,Khana,2.76,271,61
2019,Rivers,Obia/Akpor,2.41,821,114
2019,Rivers,Ogba/Egbema/Ndoni,8.42,543,147
2019,Rivers,Ogu/Bolo,9.87,353,101
2019,Rivers,Okrika,3.54,117,120
2019,Rivers,Omumma,2.35,636,61
2019,Rivers,Opobo/Nkoro,9.47,841,178
2019,Rivers,Oyigbo,8.61,127,71
2019,Rivers,Port-Harcourt,4.11,537,167
2019,Rivers,Tai,1.58,889,144
2019,Sokoto,Binji,1.02,876,124
2019,Sokoto,Bodinga,3.48,159,68
2019,Sokoto,Dange-Shuni,5.42,916,87
2019,Sokoto,Gada,5.39,862,149
2019,Sokoto,Goronyo,1.27,877,185
2019,Sokoto,Gudu,1.2,107,57
2019,Sokoto,Gwadabawa,4.89,967,71
2019,Sokoto,Illela,1.76,234,57
2019,Sokoto,Isa,6.99,445,199
2019,Sokoto,Kebbe,2.35,848,59
2019,Sokoto,Kware,4.4,408,139
2019,Sokoto,Rabah,8.07,196,156
2019,Sokoto,Sabon Birni,1.28,554,146
2019,Sokoto,Shagari,8.5,967,169
2019,Sokoto,Silame,5.53,439,103
2019,Sokoto,Sokoto North,6.62,314,172
2019,Sokoto,Sokoto South,4.76,937,179
2019,Sokoto,Tambuwal,3.83,133,91
2019,Sokoto,Tangaza,7.15,206,76
2019,Sokoto,Tureta,9.73,772,70
2019,Sokoto,Wamako,2.44,716,107
2019,Sokoto,Wurno,3.57,506,179
2019,Sokoto,Yabo,7.64,386,76
2019,Taraba,Ardo-Kola,1.04,968,141
2019,Taraba,Bali,5.18,538,179
2019,Taraba,Donga,4.24,908,163
2019,Taraba,Gashaka,3.87,567,165
2019,Taraba,Gassol,6.04,568,74
2019,Taraba,Ibi,5.21,952,51
2019,Taraba,Jalingo,2.8,291,61
2019,Taraba,Karim-Lamido,4.94,184,191
2019,Taraba,Kurmi,2.05,685,64
2019,Taraba,Lau,4.48,556,198
2019,Taraba,Sardauna,9.16,995,108
2019,Taraba,Takum,4.34,660,64
2019,Taraba,Ussa,2.11,619,106
2019,Taraba,Wukari,1.27,648,134
2019,Taraba,Yorro,7.42,532,130
2019,Taraba,Zing,1.01,826,148
2019,Yobe,Bade,7.35,166,103
2019,Yobe,Bursari,4.29,210,170
2019,Yobe,Damaturu,1.82,298,112
2019,Yobe,Fika,7.73,491,132
2019,Yobe,Fune,9.07,675,142
2019,Yobe,Geidam,7.72,309,153
2019,Yobe,Gujba,3.23,152,66
2019,Yobe,Gulani,4.32,360,141
2019,Yobe,Jakusko,4.6,891,140
2019,Yobe,Karasuwa,2.47,142,74
2019,Yobe,Machina,3.74,777,62
2019,Yobe,Nangere,3.91,440,54
2019,Yobe,Nguru,4.25,388,184
2019,Yobe,Potiskum,5.31,221,126
2019,Yobe,Tarmua,5.14,689,114
2019,Yobe,Yunusari,4.39,892,146
2019,Yobe,Yusufari,4.41,753,157
2019,Zamfara,Anka,4.02,865,74
2019,Zamfara,Bakura,1.5,469,80
2019,Zamfara,Birnin Magaji,2.21,882,100
2019,Zamfara,Bukkuyum,3.98,160,180
2019,Zamfara,Bungudu,8.65,252,181
2019,Zamfara,Gummi,4.89,837,117
2019,Zamfara,Gusau,6.45,273,164
2019,Zamfara,Kaura Namoda,9.85,213,170
2019,Zamfara,Maradun,7.98,304,118
2019,Zamfara,Maru,8.62,658,194
2019,Zamfara,Shinkafi,2.01,174,126
2019,Zamfara,Talata Mafara,1.59,833,176
2019,Zamfara,Tsafe,2.01,375,195
2019,Zamfara,Zurmi,5.23,383,102
2020,Abia,Aba North,1.62,553,149
2020,Abia,Aba South,1.26,935,135
2020,Abia,Arochukwu,6.37,418,102
2020,Abia,Bende,5.8,737,135
2020,Abia,Ikwuano,2.53,577,146
2020,Abia,Isiala-Ngwa North,6.87,219,159
2020,Abia,Isiala-Ngwa South,8.63,543,52
2020,Abia,Isiukwuato,4.01,703,61
2020,Abia,Obi Ngwa,7.91,873,82
2020,Abia,Ohafia,4.96,926,131
2020,Abia,Osisioma Ngwa,7.11,720,93
2020,Abia,Ugwunagbo,3.07,406,58
2020,Abia,Ukwa East,8.57,645,187
2020,Abia,Ukwa West,3.63,773,155
2020,Abia,Umu-Nneochi,5.38,500,177
2020,Abia,Umuahia North,8.76,133,99
2020,Abia,Umuahia South,5.76,979,198
2020,Adamawa,Demsa,1.84,773,151
2020,Adamawa,Fufore,4.31,317,96
2020,Adamawa,Ganye,2.95,689,79
2020,Adamawa,Girei,1.34,292,73
2020,Adamawa,Gombi,1.2,338,91
2020,Adamawa,Guyuk,9.14,457,119
2020,Adamawa,Hong,4.62,279,65
2020,Adamawa,Jada,1.67,596,56
2020,Adamawa,Lamurde,6.84,265,106
2020,Adamawa,Madagali,4.74,462,184
2020,Adamawa,Maiha,3.8,301,193
2020,Adamawa,Mayo-Belwa,5.16,333,122
2020,Adamawa,Michika,8.37,668,158
2020,Adamawa,Mubi North,7.05,819,89
2020,Adamawa,Mubi South,5.47,447,188
2020,Adamawa,Numan,9.61,719,163
2020,Adamawa,Shelleng,9.47,881,59
2020,Adamawa,Song,5.3,667,141
2020,Adamawa,Toungo,5.28,959,75
2020,Adamawa,Yola North,4.61,642,156
2020,Adamawa,Yola South,3.24,138,176
2020,Akwa Ibom,Abak,6.02,827,79
2020,Akwa Ibom,Eastern Obolo,1.5,176,97
2020,Akwa Ibom,Eket,8.77,247,120
2020,Akwa Ibom,Esit - Eket,8.38,597,111
2020,Akwa Ibom,Essien Udim,3.48,652,114
2020,Akwa Ibom,Etim Ekpo,3.21,377,98
2020,Akwa Ibom,Etinan,8.67,363,126
2020,Akwa Ibom,Ibeno,8.15,199,171
2020,Akwa Ibom,Ibesikpo Asutan,6.1,713,159
2020,Akwa Ibom,Ibiono Ibom,3.94,609,139
2020,Akwa Ibom,Ika,7.91,630,179
2020,Akwa Ibom,Ikono,9.18,421,130
2020,Akwa Ibom,Ikot Abasi,7.87,490,144
2020,Akwa Ibom,Ikot Ekpene,5.95,833,107
2020,Akwa Ibom,Ini,3.71,503,173
2020,Akwa Ibom,Itu,8.69,738,129
2020,Akwa Ibom,Mbo,8.86,680,125
2020,Akwa Ibom,Mkpat Enin,7.83,191,164
2020,Akwa Ibom,Nsit Atai,1.96,816,56
2020,Akwa Ibom,Nsit Ibom,3.6,783,97
2020,Akwa Ibom,Nsit Ubium,8.84,596,82
2020,Akwa Ibom,Obot Akara,5.58,509,169
2020,Akwa Ibom,Okobo,5.28,622,120
2020,Akwa Ibom,Onna,7.17,434,87
2020,Akwa Ibom,Oron,3.14,504,117
2020,Akwa Ibom,Oruk Anam,6.62,533,117
2020,Akwa Ibom,Udung Uko,2.7,340,66
2020,Akwa Ibom,Ukanafun,3.52,750,107
2020,Akwa Ibom,Uruan,5.04,612,177
2020,Akwa Ibom,Urue-Offong/Oruko,1.49,151,70
2020,Akwa Ibom,Uyo,6.07,496,52
2020,Anambra,Aguata,4.68,571,71
2020,Anambra,Anambra East,4.12,539,50
2020,Anambra,Anambra West,4.38,872,50
2020,Anambra,Anaocha,6.32,956,111
2020,Anambra,Awka North,2.58,617,96
2020,Anambra,Awka South,2.6,569,158
2020,Anambra,Ayamelum,6.39,941,113
2020,Anambra,Dunukofia,4.8,288,118
2020,Anambra,Ekwusigo,6.25,746,73
2020,Anambra,Idemili North,2.65,373,107
2020,Anambra,Idemili South,4.64,409,154
2020,Anambra,Ihiala,5.29,698,143
2020,Anambra,Njikoka,6.46,244,124
2020,Anambra,Nnewi North,7.54,926,56
2020,Anambra,Nnewi South,5.48,952,176
2020,Anambra,Ogbaru,3.1,634,146
2020,Anambra,Onitsha North,7.68,498,109
2020,Anambra,Onitsha South,8.79,443,105
2020,Anambra,Orumba North,1.45,633,119
2020,Anambra,Orumba South,8.83,759,149
2020,Anambra,Oyi,1.87,751,72
2020,Bauchi,Alkaleri,2.1,217,127
2020,Bauchi,Bauchi,2.97,208,184
2020,Bauchi,Bogoro,5.72,451,165
2020,Bauchi,Damban,2.26,255,199
2020,Bauchi,Darazo,9.73,134,140
2020,Bauchi,Dass,6.14,124,130
2020,Bauchi,Gamawa,2.32,674,155
2020,Bauchi,Ganjuwa,9.17,915,81
2020,Bauchi,Giade,3.5,558,139
2020,Bauchi,Itas/Gadau,2.04,677,139
2020,Bauchi,Jama'are,3.05,481,59
2020,Bauchi,Katagum,5.62,434,67
2020,Bauchi,Kirfi,9.4,636,99
2020,Bauchi,Misau,7.54,707,132
2020,Bauchi,Ningi,3.32,470,101
2020,Bauchi,Shira,8.94,979,183
2020,Bauchi,Tafawa-Balewa,8.08,256,198
2020,Bauchi,Toro,5.1,614,98
2020,Bauchi,Warji,5.31,586,124
2020,Bauchi,Zaki,8.59,135,116
2020,Bayelsa,Brass,9.98,655,80
2020,Bayelsa,Ekeremor,9.32,196,167
2020,Bayelsa,Kolokuma/Opokuma,4.53,772,113
2020,Bayelsa,Nembe,4.61,706,118
2020,Bayelsa,Ogbia,8.81,346,88
2020,Bayelsa,Sagbama,3.64,520,193
2020,Bayelsa,Southern Ijaw,1.69,989,82
2020,Bayelsa,Yenegoa,9.28,533,103
2020,Benue,Ado,6.16,421,116
2020,Benue,Agatu,1.04,938,193
2020,Benue,Apa,3.68,665,64
2020,Benue,Buruku,7.91,595,198
2020,Benue,Gboko,1.27,945,191
2020,Benue,Guma,2.39,114,135
2020,Benue,Gwer East,2.68,286,130
2020,Benue,Gwer West,8.49,444,194
2020,Benue,Katsina-Ala,8.96,932,184
2020,Benue,Konshisha,5.94,984,89
2020,Benue,Kwande,7.89,552,142
2020,Benue,Logo,7.96,264,59
2020,Benue,Makurdi,1.52,735,114
2020,Benue,Obi,3.61,436,57
2020,Benue,Ogbadibo,7.47,294,188
2020,Benue,Ohimini,4.29,631,113
2020,Benue,Oju,8.09,252,158
2020,Benue,Okpokwu,1.31,621,102
2020,Benue,Oturkpo,7.25,155,175
2020,Benue,Tarka,2.89,584,99
2020,Benue,Ukum,3.17,162,196
2020,Benue,Ushongo,4.26,377,198
2020,Benue,Vandeikya,3.74,588,104
2020,Borno,Abadam,2.03,693,52
2020,Borno,Askira/Uba,7.36,492,196
2020,Borno,Bama,9.97,364,177
2020,Borno,Bayo,6.8,341,158
2020,Borno,Biu,7.67,944,86
2020,Borno,Chibok,6.57,995,78
2020,Borno,Damboa,2.3,923,101
2020,Borno,Dikwa,1.09,209,173
2020,Borno,Gubio,6.29,269,159
2020,Borno,Guzamala,9.81,734,116
2020,Borno,Gwoza,1.57,930,165
2020,Borno,Hawul,2.92,531,178
2020,Borno,Jere,8.55,968,139
2020,Borno,Kaga,9.2,627,59
2020,Borno,Kala/Balge,9.88,681,57
2020,Borno,Konduga,8.45,500,99
2020,Borno,Kukawa,7.09,231,111
2020,Borno,Kwaya Kusar,2.28,769,137
2020,Borno,Mafa,1.02,197,69
2020,Borno,Magumeri,2.63,537,91
2020,Borno,Maiduguri,4.05,397,95
2020,Borno,Marte,3.89,918,172
2020,Borno,Mobbar,2.34,820,108
2020,Borno,Monguno,4.73,937,167
2020,Borno,Ngala,8.62,166,166
2020,Borno,Nganzai,9.98,168,73
2020,Borno,Shani,8.38,786,83
2020,Cross River,Abi,2.39,206,110
2020,Cross River,Akamkpa,4.48,605,90
2020,Cross River,Akpabuyo,4.62,314,60
2020,Cross River,Bakassi,4.85,766,89
2020,Cross River,Bekwara,2.6,855,153
2020,Cross River,Biase,2.55,223,157
2020,Cross River,Boki,3.66,450,152
2020,Cross River,Calabar South,8.01,262,93
2020,Cross River,Calabar-Municipal,9.59,234,120
2020,Cross River,Etung,5.07,497,185
2020,Cross River,Ikom,2.22,900,84
2020,Cross River,Obanliku,8.82,123,83
2020,Cross River,Obubra,2.82,292,82
2020,Cross River,Obudu,1.4,433,61
2020,Cross River,Odukpani,7.71,210,108
2020,Cross River,Ogoja,6.96,576,172
2020,Cross River,Yakurr,3.18,943,112
2020,Cross River,Yala,8.79,532,187
2020,Delta,Aniocha North,9.18,101,68
2020,Delta,Aniocha South,8.28,548,72
2020,Delta,Bomadi,2.56,625,181
2020,Delta,Burutu,6.98,890,171
2020,Delta,Ethiope East,1.11,496,82
2020,Delta,Ethiope West,6.37,103,129
2020,Delta,Ika North East,3.88,505,194
2020,Delta,Ika South,2.92,412,165
2020,Delta,Isoko North,2.34,293,116
2020,Delta,Isoko South,3.71,972,96
2020,Delta,Ndokwa East,9.74,237,53
2020,Delta,Ndokwa West,8.57,636,104
2020,Delta,Okpe,2.79,655,90
2020,Delta,Oshimili North,7.02,376,105
2020,Delta,Oshimili South,7.26,239,156
2020,Delta,Patani,9.48,759,113
2020,Delta,Sapele,3.97,932,167
2020,Delta,Udu,1,994,81
2020,Delta,Ughelli North,9.23,449,197
2020,Delta,Ughelli South,1.99,289,112
2020,Delta,Ukwuani,5.59,606,161
2020,Delta,Uvwie,7.45,725,159
2020,Delta,Warri North,8.39,268,73
2020,Delta,Warri South,3.34,780,68
2020,Delta,Warri South West,6.25,317,194
2020,Ebonyi,Abakaliki,8.09,966,189
2020,Ebonyi,Afikpo North,7.18,246,173
2020,Ebonyi,Afikpo South,9.51,450,139
2020,Ebonyi,Ebonyi,2.84,712,186
2020,Ebonyi,Ezza North,7.94,938,74
2020,Ebonyi,Ezza South,3,346,96
2020,Ebonyi,Ikwo,3.27,675,152
2020,Ebonyi,Ishielu,1.08,439,94
2020,Ebonyi,Ivo,9.44,996,96
2020,Ebonyi,Izzi,9.23,644,84
2020,Ebonyi,Ohaozara,3.68,187,51
2020,Ebonyi,Ohaukwu,8.22,313,185
2020,Ebonyi,Onicha,8.39,656,187
2020,Edo,Akoko-Edo,2.05,155,82
2020,Edo,Egor,5.39,114,75
2020,Edo,Esan Central,4.74,257,138
2020,Edo,Esan North East,2.4,779,159
2020,Edo,Esan South East,1.81,542,65
2020,Edo,Esan West,3.95,105,200
2020,Edo,Etsako Central,4.51,389,104
2020,Edo,Etsako East,7.24,399,80
2020,Edo,Etsako West,5.11,642,111
2020,Edo,Igueben,6.98,812,91
2020,Edo,Ikpoba-Okha,9.09,742,136
2020,Edo,Oredo,8.03,258,166
2020,Edo,Orhionmwon,2.69,655,112
2020,Edo,Ovia North East,1.73,319,187
2020,Edo,Ovia South West,4.19,675,126
2020,Edo,Owan East,6.22,607,115
2020,Edo,Owan West,8.12,203,139
2020,Edo,Uhunmwonde,2.04,600,133
2020,Ekiti,Ado Ekiti,9.25,746,123
2020,Ekiti,Aiyekire (Gbonyin),7,966,92
2020,Ekiti,Efon,5.69,527,122
2020,Ekiti,Ekiti East,9.42,821,95
2020,Ekiti,Ekiti South West,4.51,975,69
2020,Ekiti,Ekiti West,3.86,850,93
2020,Ekiti,Emure,2.55,240,137
2020,Ekiti,Ido-Osi,8.03,344,191
2020,Ekiti,Ijero,4.99,267,101
2020,Ekiti,Ikere,4.04,491,191
2020,Ekiti,Ikole,7.81,221,90
2020,Ekiti,Ilejemeji,7.49,414,182
2020,Ekiti,Irepodun/Ifelodun,8.45,292,108
2020,Ekiti,Ise/Orun,5.01,306,150
2020,Ekiti,Moba,6.19,559,102
2020,Ekiti,Oye,7.28,571,55
2020,Enugu,Aninri,6.58,315,116
2020,Enugu,Awgu,9.39,334,115
2020,Enugu,Enugu East,4.89,702,98
2020,Enugu,Enugu North,8,123,199
2020,Enugu,Enugu South,2.24,813,84
2020,Enugu,Ezeagu,3.51,311,64
2020,Enugu,Igbo-Etiti,2.9,873,125
2020,Enugu,Igbo-Eze North,5.8,291,103
2020,Enugu,Igbo-Eze South,3.36,661,150
2020,Enugu,Isi-Uzo,7.52,328,129
2020,Enugu,Nkanu East,4.91,661,60
2020,Enugu,Nkanu West,3.33,383,176
2020,Enugu,Nsukka,3.57,445,121
2020,Enugu,Oji-River,5.89,203,141
2020,Enugu,Udenu,7.45,839,125
2020,Enugu,Udi,3.63,125,167
2020,Enugu,Uzo-Uwani,5.82,282,94
2020,Federal Capital Territory,Abaji,5.98,273,130
2020,Federal Capital Territory,Abuja Municipal,8.63,262,158
2020,Federal Capital Territory,Bwari,2.03,499,197
2020,Federal Capital Territory,Gwagwalada,5.47,286,181
2020,Federal Capital Territory,Kuje,9.94,721,92
2020,Federal Capital Territory,Kwali,8.78,302,51
2020,Gombe,Akko,6.85,288,173
2020,Gombe,Balanga,3.17,153,182
2020,Gombe,Billiri,2.66,775,96
2020,Gombe,Dukku,2.08,567,170
2020,Gombe,Funakaye,6.5,405,113
2020,Gombe,Gombe,2.17,281,149
2020,Gombe,Kaltungo,1.87,420,108
2020,Gombe,Kwami,9.12,890,149
2020,Gombe,Nafada,5.76,674,63
2020,Gombe,Shomgom,7.72,636,125
2020,Gombe,Yamaltu/Deba,4.09,370,185
2020,Imo,Aboh-Mbaise,2.82,682,133
2020,Imo,Ahiazu-Mbaise,6.63,752,108
2020,Imo,Ehime-Mbano,1.75,697,160
2020,Imo,Ezinihitte,1.35,382,122
2020,Imo,Ideato North,6.39,621,58
2020,Imo,Ideato South,6.97,667,188
2020,Imo,Ihitte/Uboma,8.28,899,68
2020,Imo,Ikeduru,5.24,295,57
2020,Imo,Isiala Mbano,6.37,384,104
2020,Imo,Isu,3.4,819,161
2020,Imo,Mbaitoli,6.94,364,55
2020,Imo,Ngor-Okpala,7.45,466,115
2020,Imo,Njaba,3.45,653,80
2020,Imo,Nkwerre,2.42,746,75
2020,Imo,Nwangele,1.5,125,90
2020,Imo,Obowo,2.73,504,152
2020,Imo,Oguta,5,934,96
2020,Imo,Ohaji/Egbema,2.03,678,155
2020,Imo,Okigwe,4.57,551,177
2020,Imo,Orlu,3.2,182,109
2020,Imo,Orsu,5.33,157,76
2020,Imo,Oru East,1.67,378,87
2020,Imo,Oru West,2.68,708,186
2020,Imo,Owerri North,7.93,973,134
2020,Imo,Owerri West,5.91,352,99
2020,Imo,Owerri-Municipal,5.6,948,194
2020,Imo,Unuimo,5.4,877,195
2020,Jigawa,Auyo,5.52,233,144
2020,Jigawa,Babura,1.92,138,170
2020,Jigawa,Biriniwa,4.23,785,120
2020,Jigawa,Birni Kudu,3.97,205,120
2020,Jigawa,Buji,7.05,335,164
2020,Jigawa,Dutse,4.98,334,172
2020,Jigawa,Gagarawa,6.44,873,191
2020,Jigawa,Garki,5.04,296,117
2020,Jigawa,Gumel,8.36,433,177
2020,Jigawa,Guri,1.89,272,152
2020,Jigawa,Gwaram,8,443,181
2020,Jigawa,Gwiwa,8.74,115,169
2020,Jigawa,Hadejia,2.06,710,131
2020,Jigawa,Jahun,9.83,217,156
2020,Jigawa,Kafin Hausa,8.72,520,88
2020,Jigawa,Kaugama,8.55,686,122
2020,Jigawa,Kazaure,2.71,333,170
2020,Jigawa,Kiri Kasamma,6.55,773,92
2020,Jigawa,Kiyawa,6.12,264,190
2020,Jigawa,Maigatari,3.88,708,145
2020,Jigawa,Malam Madori,8.71,554,133
2020,Jigawa,Miga,9.26,984,135
2020,Jigawa,Ringim,4.58,726,137
2020,Jigawa,Roni,1.43,378,69
2020,Jigawa,Sule-Tankarkar,1.62,165,100
2020,Jigawa,Taura,9.59,634,57
2020,Jigawa,Yankwashi,7.47,604,83
2020,Kaduna,Birnin-Gwari,6.92,275,67
2020,Kaduna,Chikun,2.57,768,87
2020,Kaduna,Giwa,2.08,370,89
2020,Kaduna,Igabi,3.59,857,144
2020,Kaduna,Ikara,8.75,932,63
2020,Kaduna,Jaba,2.45,175,151
2020,Kaduna,Jema'a,7.19,406,74
2020,Kaduna,Kachia,3.87,897,200
2020,Kaduna,Kaduna North,6.2,263,89
2020,Kaduna,Kaduna South,3.95,942,131
2020,Kaduna,Kagarko,8.71,141,103
2020,Kaduna,Kajuru,8.88,156,183
2020,Kaduna,Kaura,5.45,213,166
2020,Kaduna,Kauru,3.59,528,166
2020,Kaduna,Kubau,9.42,125,69
2020,Kaduna,Kudan,4.91,852,58
2020,Kaduna,Lere,1.13,836,118
2020,Kaduna,Markafi,8,353,59
2020,Kaduna,Sabon-Gari,6.06,384,62
2020,Kaduna,Sanga,9.61,734,125
2020,Kaduna,Soba,2.65,183,148
2020,Kaduna,Zango-Kataf,5.57,580,129
2020,Kaduna,Zaria,6.35,353,109
2020,Kano,Ajingi,4.46,623,55
2020,Kano,Albasu,4.54,533,59
2020,Kano,Bagwai,1.07,820,156
2020,Kano,Bebeji,5.3,395,110
2020,Kano,Bichi,9,765,162
2020,Kano,Bunkure,8.16,616,126
2020,Kano,Dala,2.49,459,62
2020,Kano,Dambatta,7.73,651,197
2020,Kano,Dawakin Kudu,8.77,370,180
2020,Kano,Dawakin Tofa,9,634,82
2020,Kano,Doguwa,8.5,984,80
2020,Kano,Fagge,4.17,958,76
2020,Kano,Gabasawa,4.9,683,133
2020,Kano,Garko,1.81,711,170
2020,Kano,Garum Mallam,8.47,892,124
2020,Kano,Gaya,5.35,241,165
2020,Kano,Gezawa,5.8,556,185
2020,Kano,Gwale,5.33,239,68
2020,Kano,Gwarzo,9.14,446,196
2020,Kano,Kabo,9.81,912,99
2020,Kano,Kano Municipal,6.55,711,103
2020,Kano,Karaye,6.35,498,100
2020,Kano,Kibiya,4.82,663,134
2020,Kano,Kiru,9.57,844,92
2020,Kano,Kumbotso,6.9,438,145
2020,Kano,Kunchi,6.15,650,74
2020,Kano,Kura,5.68,170,84
2020,Kano,Madobi,2.44,945,97
2020,Kano,Makoda,1.46,216,85
2020,Kano,Minjibir,4.79,825,85
2020,Kano,Nasarawa,5.88,766,135
2020,Kano,Rano,7.85,699,75
2020,Kano,Rimin Gado,8.27,107,135
2020,Kano,Rogo,9.34,819,90
2020,Kano,Shanono,8.62,588,145
2020,Kano,Sumaila,4.82,762,138
2020,Kano,Takai,8.2,654,145
2020,Kano,Tarauni,2.66,804,180
2020,Kano,Tofa,9.48,180,172
2020,Kano,Tsanyawa,7.7,956,188
2020,Kano,Tudun Wada,4.59,788,59
2020,Kano,Ungogo,9.21,247,70
2020,Kano,Warawa,5.44,354,75
2020,Kano,Wudil,8.37,276,116
2020,Katsina,Bakori,4.37,576,197
2020,Katsina,Batagarawa,5.43,104,51
2020,Katsina,Batsari,3.39,726,197
2020,Katsina,Baure,6.85,618,121
