state,lga,year,fvi_score,fvi_category,exposure_index,sensitivity_index,adaptive_capacity_index,annual_rainfall_mm,population_exposed_thousands,area_flooded_km2,economic_loss_million_ngn,flood_events
Ebonyi,Ezza North,2018,5.9,Medium,6.07,5.77,4.18,1589,17,27,333.2,3
Ebonyi,Ezza North,2019,6.13,Medium,6.91,5.44,4.06,1550,18,27,358.4,2
Ebonyi,Ezza North,2020,6.37,Medium,6.32,6.38,3.55,1662,34,24,306.6,3
Ebonyi,Ezza North,2021,5.67,Medium,6.05,4.79,3.33,1943,22,21,274.7,1
Ebonyi,Ezza North,2022,6.41,Medium,7.0,6.29,4.54,1990,21,29,372.6,1
Ebonyi,Ezza North,2023,6.3,Medium,6.41,6.82,4.98,1748,20,16,210.2,3
Ebonyi,Ezza North,2024,7.1,High,7.44,7.11,3.58,1979,41,39,519.5,2
Ebonyi,Ezza South,2018,5.85,Medium,6.51,5.25,4.3,1518,16,28,362.0,2
Ebonyi,Ezza South,2019,5.92,Medium,4.71,6.92,3.66,1639,15,12,157.7,2
Ebonyi,Ezza South,2020,6.16,Medium,5.67,6.5,3.55,1815,37,28,342.4,1
Ebonyi,Ezza South,2021,6.64,Medium,6.18,7.07,3.3,1617,37,20,263.9,1
Ebonyi,Ezza South,2022,6.3,Medium,6.19,6.72,4.33,1980,37,17,221.5,2
Ebonyi,Ezza South,2023,6.11,Medium,7.38,5.25,4.71,1937,21,14,178.8,3
Ebonyi,Ezza South,2024,5.89,Medium,5.43,6.06,3.52,1633,32,23,297.5,2
Ebonyi,Ikwo,2018,6.71,High,6.86,6.58,3.31,1479,24,18,233.7,2
Ebonyi,Ikwo,2019,4.89,Medium,4.73,4.78,4.57,1876,34,17,208.0,1
Ebonyi,Ikwo,2020,6.53,Medium,6.06,7.02,3.5,1642,20,12,159.2,3
Ebonyi,Ikwo,2021,5.18,Medium,4.92,4.77,3.48,1902,15,32,422.6,3
Ebonyi,Ikwo,2022,6.72,High,6.76,6.85,3.62,1695,32,25,312.8,1
Ebonyi,Ikwo,2023,6.37,Medium,5.97,7.27,4.63,1782,35,13,173.8,1
Ebonyi,Ikwo,2024,6.16,Medium,5.41,6.67,3.36,1960,25,35,442.6,1
Ebonyi,Ishielu,2018,5.69,Medium,5.6,5.27,3.29,1590,33,27,328.0,3
Ebonyi,Ishielu,2019,6.35,Medium,5.8,6.99,3.83,1830,21,25,327.3,1
Ebonyi,Ishielu,2020,5.37,Medium,5.29,5.12,3.97,1733,28,27,353.0,1
Ebonyi,Ishielu,2021,5.68,Medium,5.35,5.94,4.22,1879,28,26,327.4,2
Ebonyi,Ishielu,2022,6.0,Medium,5.48,6.44,3.84,1518,35,32,394.3,1
Ebonyi,Ishielu,2023,6.23,Medium,6.95,5.47,3.69,1713,20,32,424.5,2
Ebonyi,Ishielu,2024,5.68,Medium,5.78,5.16,3.51,1649,31,34,437.3,1
Ebonyi,Ivo,2018,6.22,Medium,6.48,5.58,3.04,1805,20,15,197.0,3
Ebonyi,Ivo,2019,5.32,Medium,5.0,5.31,4.02,1739,32,25,311.4,1
Ebonyi,Ivo,2020,6.37,Medium,5.68,6.8,3.1,1526,34,19,242.2,1
Ebonyi,Ivo,2021,5.9,Medium,7.03,5.07,4.7,1755,25,31,397.6,1
Ebonyi,Ivo,2022,6.03,Medium,5.15,6.84,3.84,1996,32,36,478.2,2
Ebonyi,Ivo,2023,6.27,Medium,6.78,6.3,4.82,1654,15,20,259.4,3
Ebonyi,Ivo,2024,6.06,Medium,5.93,6.51,4.59,1598,32,16,210.8,3
Ebonyi,Izzi,2018,5.8,Medium,4.84,6.9,4.47,1434,34,18,239.2,1
Ebonyi,Izzi,2019,5.51,Medium,5.35,5.28,3.72,1609,29,21,266.6,3
Ebonyi,Izzi,2020,6.23,Medium,6.51,5.83,3.52,1727,16,28,347.5,1
Ebonyi,Izzi,2021,5.7,Medium,4.98,6.02,3.49,1856,35,27,345.5,1
Ebonyi,Izzi,2022,6.42,Medium,6.5,6.39,3.68,1900,31,35,443.0,1
Ebonyi,Izzi,2023,5.96,Medium,5.41,6.76,4.53,1678,37,27,339.9,2
Ebonyi,Izzi,2024,5.42,Medium,5.1,5.22,3.52,2064,40,17,206.9,1
Ebonyi,Ohaozara,2018,6.13,Medium,6.47,6.01,4.33,1659,26,25,330.3,2
Ebonyi,Ohaozara,2019,5.81,Medium,5.2,6.78,4.93,1778,36,23,295.8,3
Ebonyi,Ohaozara,2020,6.15,Medium,6.15,5.99,3.53,1901,27,30,392.5,1
Ebonyi,Ohaozara,2021,6.64,Medium,6.63,6.73,3.55,1856,14,18,240.0,2
Ebonyi,Ohaozara,2022,6.62,Medium,6.71,6.64,3.61,1751,15,29,379.7,2
Ebonyi,Ohaozara,2023,6.97,High,7.35,6.69,3.23,1819,30,31,398.5,3
Ebonyi,Ohaozara,2024,6.03,Medium,5.18,7.23,4.65,1934,18,32,405.5,3
Ebonyi,Ohaukwu,2018,5.22,Medium,5.27,5.21,4.85,1447,19,20,249.6,3
Ebonyi,Ohaukwu,2019,5.57,Medium,5.52,5.53,4.25,1933,31,13,167.6,2
Ebonyi,Ohaukwu,2020,5.62,Medium,5.58,5.08,3.21,1953,38,27,329.9,1
Ebonyi,Ohaukwu,2021,5.91,Medium,4.91,6.88,4.03,1780,28,30,387.8,2
Ebonyi,Ohaukwu,2022,6.38,Medium,6.69,6.01,3.51,1925,36,26,321.1,2
Ebonyi,Ohaukwu,2023,6.09,Medium,7.42,5.19,4.79,2006,33,15,187.3,1
Ebonyi,Ohaukwu,2024,5.92,Medium,5.57,6.02,3.57,1676,26,19,233.7,1
Ebonyi,Onicha,2018,6.53,Medium,6.72,6.37,3.52,1651,29,20,257.1,1
Ebonyi,Onicha,2019,6.29,Medium,6.94,5.66,3.75,1625,15,24,308.1,1
Ebonyi,Onicha,2020,5.4,Medium,5.03,5.99,5.06,1690,21,13,172.7,2
Ebonyi,Onicha,2021,6.8,High,6.85,7.15,3.98,1670,19,28,353.1,3
Ebonyi,Onicha,2022,5.62,Medium,5.76,5.37,4.14,1592,19,13,168.5,1
Ebonyi,Onicha,2023,5.66,Medium,5.1,5.67,3.23,1966,40,35,429.5,1
Ebonyi,Onicha,2024,6.02,Medium,5.14,6.98,4.16,1812,27,26,332.4,3
Edo,Akoko-Edo,2018,5.02,Medium,5.82,4.77,6.09,2010,24,26,324.9,3
Edo,Akoko-Edo,2019,5.3,Medium,6.39,4.81,5.89,2043,27,32,396.1,2
Edo,Akoko-Edo,2020,5.93,Medium,6.07,6.52,5.5,1839,32,25,322.2,3
Edo,Akoko-Edo,2021,5.91,Medium,6.1,6.73,6.09,2369,18,26,324.1,2
Edo,Akoko-Edo,2022,6.16,Medium,7.0,5.87,4.95,2314,42,16,207.4,3
Edo,Akoko-Edo,2023,6.1,Medium,6.07,6.92,5.47,2436,43,15,193.9,1
Edo,Akoko-Edo,2024,5.9,Medium,5.27,6.86,4.77,2432,36,25,307.8,1
Edo,Egor,2018,5.93,Medium,5.5,6.58,4.53,2227,39,30,387.0,3
Edo,Egor,2019,6.0,Medium,7.11,5.26,4.72,2026,37,16,213.3,1
Edo,Egor,2020,5.64,Medium,6.76,4.85,5.03,2273,42,26,345.6,2
Edo,Egor,2021,5.32,Medium,5.05,6.37,6.24,1945,22,35,448.0,2
Edo,Egor,2022,5.77,Medium,5.82,6.93,6.64,1830,25,24,300.4,2
Edo,Egor,2023,6.08,Medium,6.32,7.08,6.4,2036,15,20,251.2,3
Edo,Egor,2024,5.66,Medium,5.45,6.28,5.18,2453,47,39,510.3,2
Edo,Esan Central,2018,4.83,Medium,4.97,5.01,5.83,1750,37,26,338.9,2
Edo,Esan Central,2019,5.7,Medium,7.1,4.96,5.61,2307,19,22,276.5,2
Edo,Esan Central,2020,5.46,Medium,6.59,4.75,5.41,1791,31,33,430.3,1
Edo,Esan Central,2021,5.16,Medium,5.92,5.23,6.53,2002,39,21,271.0,1
Edo,Esan Central,2022,5.76,Medium,7.1,5.5,6.41,2194,38,16,209.0,1
Edo,Esan Central,2023,5.16,Medium,5.37,5.3,5.56,2236,22,34,449.7,2
Edo,Esan Central,2024,6.56,Medium,6.93,7.23,5.5,2463,19,27,334.4,1
Edo,Esan North-East,2018,5.8,Medium,5.31,6.9,5.4,1784,22,30,394.4,3
Edo,Esan North-East,2019,5.64,Medium,6.74,5.61,6.49,1921,25,28,372.8,1
Edo,Esan North-East,2020,5.67,Medium,5.61,6.57,6.02,1870,24,28,343.8,2
Edo,Esan North-East,2021,5.09,Medium,6.12,4.83,6.42,2056,29,32,417.8,1
Edo,Esan North-East,2022,5.42,Medium,5.37,5.54,4.73,2044,36,28,358.8,2
Edo,Esan North-East,2023,6.15,Medium,6.95,6.16,5.47,2063,33,24,293.4,2
Edo,Esan North-East,2024,6.25,Medium,6.41,6.69,4.93,2148,42,19,247.6,1
Edo,Esan South-East,2018,5.44,Medium,6.12,5.05,5.12,1733,36,29,355.2,2
Edo,Esan South-East,2019,5.69,Medium,5.15,6.91,5.68,2188,16,29,373.3,3
Edo,Esan South-East,2020,4.9,Medium,5.24,5.19,6.37,2218,35,17,222.2,2
Edo,Esan South-East,2021,6.59,Medium,6.93,6.96,4.8,2265,26,22,287.7,3
Edo,Esan South-East,2022,5.23,Medium,5.54,5.08,5.07,2174,35,35,424.8,2
Edo,Esan South-East,2023,5.38,Medium,5.5,5.77,5.63,2264,26,19,243.9,1
Edo,Esan South-East,2024,5.43,Medium,6.06,5.02,5.01,2354,32,28,363.5,2
Edo,Esan West,2018,5.43,Medium,5.91,5.67,5.98,2099,30,29,380.7,2
Edo,Esan West,2019,5.99,Medium,6.01,7.04,6.15,1956,15,19,236.5,3
Edo,Esan West,2020,6.22,Medium,7.35,6.39,6.38,2252,15,31,387.4,2
Edo,Esan West,2021,6.34,Medium,6.92,7.11,6.36,2246,37,27,357.7,1
Edo,Esan West,2022,5.92,Medium,5.81,6.53,5.05,2270,28,15,195.8,1
Edo,Esan West,2023,4.95,Medium,5.3,4.9,5.66,2455,16,40,507.6,2
Edo,Esan West,2024,6.46,Medium,7.64,6.1,5.16,2157,28,31,401.7,1
Edo,Etsako Central,2018,5.49,Medium,6.9,4.67,5.7,2209,36,17,215.9,1
Edo,Etsako Central,2019,5.44,Medium,5.73,5.89,6.08,1866,22,33,437.7,1
Edo,Etsako Central,2020,5.77,Medium,4.94,6.93,4.87,2339,28,34,425.3,2
Edo,Etsako Central,2021,5.43,Medium,6.96,4.75,6.28,2224,16,16,194.3,2
Edo,Etsako Central,2022,5.66,Medium,6.42,5.82,6.2,2245,27,14,173.7,1
Edo,Etsako Central,2023,5.82,Medium,6.74,5.81,6.0,2485,18,25,325.9,3
Edo,Etsako Central,2024,5.21,Medium,5.63,5.57,6.38,2548,45,18,237.5,2
Edo,Etsako East,2018,5.72,Medium,5.45,6.77,5.82,2247,18,19,250.8,2
Edo,Etsako East,2019,5.65,Medium,5.5,6.56,5.85,1960,24,33,414.1,2
Edo,Etsako East,2020,6.26,Medium,6.76,6.82,5.86,1755,30,13,173.1,2
Edo,Etsako East,2021,5.58,Medium,6.22,5.17,4.86,1803,22,25,312.3,1
Edo,Etsako East,2022,6.11,Medium,6.58,6.26,5.11,2198,28,27,345.9,3
Edo,Etsako East,2023,5.7,Medium,6.57,5.76,6.13,2381,18,22,285.4,3
Edo,Etsako East,2024,5.91,Medium,6.97,5.81,6.01,2276,28,31,412.0,3
Edo,Etsako West,2018,5.8,Medium,6.26,6.48,6.5,2140,33,32,410.1,3
Edo,Etsako West,2019,5.91,Medium,6.21,6.83,6.51,2166,21,28,363.2,3
Edo,Etsako West,2020,5.18,Medium,5.1,6.0,6.3,2248,26,12,157.8,3
Edo,Etsako West,2021,5.92,Medium,7.09,5.53,5.63,2275,19,16,203.0,3
Edo,Etsako West,2022,5.11,Medium,5.52,4.85,5.2,2385,23,34,431.2,3
Edo,Etsako West,2023,5.47,Medium,6.0,5.29,5.23,2068,33,26,319.5,2
Edo,Etsako West,2024,5.86,Medium,6.96,5.9,6.43,2234,33,39,476.9,1
Edo,Igueben,2018,5.39,Medium,5.43,5.75,5.39,1834,14,24,305.2,1
Edo,Igueben,2019,6.64,Medium,7.09,6.86,4.69,2000,30,29,361.4,1
Edo,Igueben,2020,5.8,Medium,7.29,4.72,4.98,2019,41,22,278.5,2
Edo,Igueben,2021,6.58,Medium,6.75,7.01,4.65,1920,43,13,157.9,1
Edo,Igueben,2022,6.38,Medium,7.27,6.05,4.74,2194,22,17,211.5,3
Edo,Igueben,2023,5.32,Medium,5.38,5.54,5.25,2125,39,30,373.5,1
Edo,Igueben,2024,6.12,Medium,6.3,6.55,5.12,2448,43,41,502.3,1
Edo,Ikpoba-Okha,2018,5.79,Medium,7.07,5.27,5.7,2052,33,13,157.9,1
Edo,Ikpoba-Okha,2019,6.15,Medium,6.35,6.83,5.6,2141,16,17,226.2,1
Edo,Ikpoba-Okha,2020,5.07,Medium,5.25,5.4,5.94,1866,40,18,235.6,3
Edo,Ikpoba-Okha,2021,5.49,Medium,6.13,4.91,4.63,2280,40,36,476.7,1
Edo,Ikpoba-Okha,2022,5.68,Medium,5.33,6.35,4.96,1948,22,13,165.6,3
Edo,Ikpoba-Okha,2023,5.96,Medium,5.68,6.69,4.95,1954,25,33,409.0,3
Edo,Ikpoba-Okha,2024,5.54,Medium,6.41,5.73,6.6,2030,41,35,447.9,2
Edo,Oredo,2018,5.35,Medium,5.96,5.34,5.87,1918,25,21,269.6,1
Edo,Oredo,2019,6.11,Medium,7.13,6.4,6.49,2002,25,18,226.4,1
Edo,Oredo,2020,6.05,Medium,7.39,5.98,6.47,2347,26,26,324.6,3
Edo,Oredo,2021,5.24,Medium,5.13,5.46,4.97,2391,37,33,414.9,3
Edo,Oredo,2022,5.42,Medium,6.82,4.87,6.29,1934,20,38,489.4,3
Edo,Oredo,2023,5.37,Medium,5.35,5.43,4.71,2122,33,36,481.4,1
Edo,Oredo,2024,6.93,High,7.38,7.41,4.9,2324,39,30,365.2,2
Edo,Orhionmwon,2018,5.13,Medium,5.25,5.68,6.21,1907,33,29,375.3,1
Edo,Orhionmwon,2019,5.75,Medium,5.32,6.41,4.68,2170,34,20,261.5,3
Edo,Orhionmwon,2020,5.94,Medium,6.4,6.24,5.6,1867,36,32,409.8,2
Edo,Orhionmwon,2021,6.73,High,7.24,6.98,4.79,2067,27,29,371.3,3
Edo,Orhionmwon,2022,5.38,Medium,6.69,4.8,6.08,2228,16,26,329.1,1
Edo,Orhionmwon,2023,5.99,Medium,6.45,5.99,4.93,2357,21,30,395.4,1
Edo,Orhionmwon,2024,6.09,Medium,7.68,5.36,5.63,1914,19,27,346.5,1
Edo,Ovia North-East,2018,4.94,Medium,5.52,4.98,6.3,2114,19,25,309.8,1
Edo,Ovia North-East,2019,5.48,Medium,6.82,5.11,6.48,1814,32,27,344.6,2
Edo,Ovia North-East,2020,5.71,Medium,6.01,5.62,4.72,2251,15,19,247.9,1
Edo,Ovia North-East,2021,5.52,Medium,5.38,6.44,6.01,1860,33,29,373.2,3
Edo,Ovia North-East,2022,5.24,Medium,5.86,5.3,6.1,2072,43,15,193.0,2
Edo,Ovia North-East,2023,6.54,Medium,7.51,6.46,5.26,2083,25,17,212.8,1
Edo,Ovia North-East,2024,6.07,Medium,7.39,5.21,4.87,2276,45,28,339.6,1
Edo,Ovia South-West,2018,6.03,Medium,6.2,6.53,5.32,1843,32,18,229.1,1
Edo,Ovia South-West,2019,5.28,Medium,5.22,5.42,4.87,1808,23,29,371.6,3
Edo,Ovia South-West,2020,5.91,Medium,6.84,5.86,5.85,1849,17,26,321.1,2
Edo,Ovia South-West,2021,6.17,Medium,6.62,7.08,6.57,2016,19,22,293.2,2
Edo,Ovia South-West,2022,5.59,Medium,6.67,5.56,6.49,2420,31,20,255.0,3
Edo,Ovia South-West,2023,6.15,Medium,7.13,5.87,5.26,2195,37,39,495.0,1
Edo,Ovia South-West,2024,5.85,Medium,7.66,5.28,6.66,2158,36,39,483.0,1
Edo,Owan East,2018,5.3,Medium,5.17,6.33,6.48,2071,36,11,145.9,2
Edo,Owan East,2019,5.28,Medium,5.13,5.97,5.83,2066,33,15,195.3,3
Edo,Owan East,2020,5.17,Medium,5.15,5.67,5.78,2151,39,21,271.1,1
Edo,Owan East,2021,6.12,Medium,6.36,6.55,5.21,2322,33,20,249.8,1
Edo,Owan East,2022,5.65,Medium,6.2,5.54,5.21,2161,23,34,438.3,1
Edo,Owan East,2023,5.15,Medium,6.15,4.93,6.4,2142,35,35,433.5,3
Edo,Owan East,2024,5.98,Medium,7.55,5.48,6.16,2303,31,33,437.1,2
Edo,Owan West,2018,5.48,Medium,5.21,6.38,5.81,2218,26,26,344.7,2
Edo,Owan West,2019,5.73,Medium,6.92,5.48,6.14,1863,17,28,356.9,1
Edo,Owan West,2020,5.1,Medium,5.12,5.07,4.87,1888,30,34,425.9,1
Edo,Owan West,2021,5.84,Medium,5.81,6.68,5.79,2021,28,23,279.4,2
Edo,Owan West,2022,6.31,Medium,6.99,6.23,4.88,2169,33,20,243.1,2
Edo,Owan West,2023,5.63,Medium,5.88,6.34,6.32,1865,42,27,358.3,3
Edo,Owan West,2024,5.79,Medium,6.5,5.82,5.66,2170,16,35,467.4,2
Edo,Uhunmwonde,2018,6.18,Medium,7.2,6.33,6.18,2180,32,12,153.4,2
Edo,Uhunmwonde,2019,5.05,Medium,5.32,5.47,6.31,2135,23,32,410.6,2
Edo,Uhunmwonde,2020,5.58,Medium,6.81,4.91,5.56,1870,29,14,183.0,2
Edo,Uhunmwonde,2021,6.18,Medium,6.45,7.14,6.27,2348,18,28,350.5,3
Edo,Uhunmwonde,2022,5.41,Medium,5.46,6.02,5.89,2131,23,16,212.8,3
Edo,Uhunmwonde,2023,6.45,Medium,6.63,6.91,4.8,2256,16,16,194.0,3
Edo,Uhunmwonde,2024,6.07,Medium,7.72,5.39,5.86,2539,22,19,235.4,1
Ekiti,Ado-Ekiti,2018,4.4,Medium,3.19,5.41,5.22,1298,14,12,149.7,1
Ekiti,Ado-Ekiti,2019,3.34,Low,2.94,3.37,5.92,1338,18,7,87.6,2
Ekiti,Ado-Ekiti,2020,3.88,Medium,3.87,3.86,6.05,1485,13,13,158.2,3
Ekiti,Ado-Ekiti,2021,4.38,Medium,4.98,3.96,5.97,1597,8,13,168.3,2
Ekiti,Ado-Ekiti,2022,4.67,Medium,3.86,5.58,5.52,1568,16,7,90.6,2
Ekiti,Ado-Ekiti,2023,4.78,Medium,3.9,5.96,5.82,1371,11,10,129.4,2
Ekiti,Ado-Ekiti,2024,4.65,Medium,5.1,3.93,4.81,1326,9,7,87.3,2
Ekiti,Efon,2018,4.86,Medium,4.31,5.53,5.36,1192,14,14,180.3,3
Ekiti,Efon,2019,4.56,Medium,4.02,4.68,4.62,1226,17,12,152.6,2
Ekiti,Efon,2020,4.47,Medium,4.16,5.18,6.33,1466,20,10,124.5,3
Ekiti,Efon,2021,4.45,Medium,4.33,4.23,4.86,1584,20,15,198.0,1
Ekiti,Efon,2022,4.43,Medium,3.74,5.15,5.63,1282,15,16,204.7,1
Ekiti,Efon,2023,3.95,Medium,3.68,3.92,5.45,1590,12,10,130.6,3
Ekiti,Efon,2024,4.91,Medium,4.08,5.76,5.15,1527,23,18,231.9,2
Ekiti,Ekiti East,2018,4.11,Medium,3.91,4.23,5.75,1165,19,8,103.0,1
Ekiti,Ekiti East,2019,4.48,Medium,3.93,4.57,4.57,1198,17,8,106.1,3
Ekiti,Ekiti East,2020,4.54,Medium,3.8,5.17,5.24,1465,19,10,128.3,1
Ekiti,Ekiti East,2021,4.16,Medium,3.34,4.53,4.95,1252,9,13,164.5,1
Ekiti,Ekiti East,2022,4.68,Medium,4.14,5.86,6.62,1443,15,9,110.9,2
Ekiti,Ekiti East,2023,4.46,Medium,3.44,5.86,6.33,1499,11,9,114.8,1
Ekiti,Ekiti East,2024,4.53,Medium,3.24,5.94,5.72,1653,21,9,116.2,3
Ekiti,Ekiti South-West,2018,4.49,Medium,3.86,4.76,4.8,1216,19,6,79.0,2
Ekiti,Ekiti South-West,2019,4.28,Medium,3.06,4.98,4.69,1488,19,15,191.3,2
Ekiti,Ekiti South-West,2020,3.49,Medium,3.21,3.41,5.81,1339,8,6,75.4,1
Ekiti,Ekiti South-West,2021,4.96,Medium,4.95,5.41,5.9,1396,11,14,175.8,3
Ekiti,Ekiti South-West,2022,4.06,Medium,3.2,5.12,6.33,1231,8,9,110.9,2
Ekiti,Ekiti South-West,2023,3.97,Medium,4.02,3.87,5.96,1464,22,10,123.7,3
Ekiti,Ekiti South-West,2024,4.67,Medium,5.19,4.53,6.08,1406,11,13,163.7,1
Ekiti,Ekiti West,2018,4.11,Medium,3.43,4.12,4.58,1230,17,15,198.9,1
Ekiti,Ekiti West,2019,3.69,Medium,3.07,3.5,4.69,1477,19,14,176.2,1
Ekiti,Ekiti West,2020,5.0,Medium,4.74,5.73,5.93,1384,13,9,119.1,2
Ekiti,Ekiti West,2021,5.22,Medium,5.1,5.73,5.57,1448,16,11,139.1,2
Ekiti,Ekiti West,2022,4.78,Medium,5.18,4.67,5.77,1419,13,12,150.9,1
Ekiti,Ekiti West,2023,4.15,Medium,5.01,3.6,6.46,1643,9,13,168.5,2
Ekiti,Ekiti West,2024,4.4,Medium,4.4,4.65,6.1,1482,17,15,184.0,2
Ekiti,Emure,2018,4.33,Medium,3.03,5.25,4.9,1304,16,12,155.1,1
Ekiti,Emure,2019,5.24,Medium,5.18,5.75,5.66,1342,8,15,191.0,1
Ekiti,Emure,2020,4.91,Medium,4.66,5.22,5.24,1485,20,9,112.8,2
Ekiti,Emure,2021,4.43,Medium,4.82,4.33,6.14,1197,18,12,148.4,3
Ekiti,Emure,2022,4.55,Medium,4.35,4.64,5.22,1546,22,9,109.8,3
Ekiti,Emure,2023,4.69,Medium,4.21,5.38,5.72,1334,11,11,144.5,2
Ekiti,Emure,2024,4.31,Medium,3.63,4.84,5.38,1656,13,13,172.3,2
Ekiti,Gbonyin,2018,4.37,Medium,4.09,4.48,5.27,1225,16,14,182.4,1
Ekiti,Gbonyin,2019,4.4,Medium,4.65,3.75,4.77,1236,16,15,193.4,1
Ekiti,Gbonyin,2020,3.76,Medium,3.59,3.64,5.65,1326,17,6,74.8,1
Ekiti,Gbonyin,2021,4.59,Medium,3.61,5.25,4.8,1576,17,17,206.6,3
Ekiti,Gbonyin,2022,4.65,Medium,4.25,5.31,5.89,1623,18,9,110.5,1
Ekiti,Gbonyin,2023,4.09,Medium,4.07,3.97,5.63,1331,22,16,211.3,3
Ekiti,Gbonyin,2024,4.43,Medium,3.53,4.94,4.78,1530,10,11,137.8,3
Ekiti,Ido/Osi,2018,4.92,Medium,5.05,5.37,6.23,1428,15,8,106.0,2
Ekiti,Ido/Osi,2019,4.46,Medium,3.29,5.57,5.41,1530,11,8,105.2,3
Ekiti,Ido/Osi,2020,4.92,Medium,4.99,4.92,5.21,1186,15,15,183.4,2
Ekiti,Ido/Osi,2021,4.55,Medium,4.54,4.43,5.2,1350,20,11,135.2,3
Ekiti,Ido/Osi,2022,4.35,Medium,3.85,4.59,5.13,1448,10,11,141.5,3
Ekiti,Ido/Osi,2023,4.09,Medium,3.27,4.41,4.88,1497,20,13,164.6,1
Ekiti,Ido/Osi,2024,5.2,Medium,5.19,5.47,5.33,1550,18,8,100.2,3
Ekiti,Ijero,2018,4.64,Medium,4.31,5.13,5.7,1132,17,6,73.2,1
Ekiti,Ijero,2019,4.74,Medium,4.41,4.74,4.59,1451,7,11,133.9,1
Ekiti,Ijero,2020,4.8,Medium,4.97,5.01,5.93,1320,7,7,85.7,1
Ekiti,Ijero,2021,4.62,Medium,4.88,4.08,4.8,1457,13,15,189.9,2
Ekiti,Ijero,2022,5.16,Medium,5.3,5.66,6.12,1505,19,14,176.6,3
Ekiti,Ijero,2023,4.59,Medium,4.53,5.15,6.41,1620,21,9,110.7,1
Ekiti,Ijero,2024,5.03,Medium,5.24,4.88,5.09,1282,18,14,175.0,1
Ekiti,Ikere,2018,3.94,Medium,3.36,3.92,4.83,1229,13,10,128.3,2
Ekiti,Ikere,2019,5.29,Medium,5.32,5.74,5.67,1434,16,15,198.5,2
Ekiti,Ikere,2020,4.06,Medium,4.13,3.63,5.24,1271,10,12,148.0,1
Ekiti,Ikere,2021,4.55,Medium,4.32,4.84,5.58,1439,9,14,170.2,3
Ekiti,Ikere,2022,5.4,Medium,5.27,5.77,5.08,1588,16,12,152.4,3
Ekiti,Ikere,2023,4.4,Medium,5.02,4.15,6.34,1540,14,7,87.0,3
Ekiti,Ikere,2024,4.25,Medium,4.09,4.56,6.06,1308,15,8,102.2,2
Ekiti,Ikole,2018,4.09,Medium,3.21,4.96,5.91,1344,12,5,63.5,1
Ekiti,Ikole,2019,4.98,Medium,4.6,5.3,4.89,1455,13,11,144.6,2
Ekiti,Ikole,2020,4.39,Medium,3.45,5.64,6.23,1486,7,16,207.0,2
Ekiti,Ikole,2021,4.7,Medium,4.36,5.14,5.53,1482,16,11,145.5,3
Ekiti,Ikole,2022,3.97,Medium,3.87,3.82,5.56,1334,9,9,114.1,3
Ekiti,Ikole,2023,5.19,Medium,5.52,5.54,6.18,1410,16,7,85.0,1
Ekiti,Ikole,2024,4.57,Medium,4.64,4.88,6.19,1544,18,11,138.9,3
Ekiti,Ilejemeje,2018,4.37,Medium,4.16,4.25,4.93,1365,14,14,170.9,3
Ekiti,Ilejemeje,2019,3.78,Medium,3.99,3.44,5.96,1347,10,16,196.6,2
Ekiti,Ilejemeje,2020,3.61,Medium,3.33,3.54,5.69,1217,20,10,132.3,1
Ekiti,Ilejemeje,2021,3.9,Medium,3.15,3.97,4.76,1583,16,7,89.2,2
Ekiti,Ilejemeje,2022,4.51,Medium,4.24,5.36,6.64,1386,12,11,136.1,1
Ekiti,Ilejemeje,2023,3.93,Medium,3.65,3.72,5.08,1293,9,12,151.2,1
Ekiti,Ilejemeje,2024,4.34,Medium,4.16,4.09,4.79,1549,15,10,125.5,3
Ekiti,Irepodun/Ifelodun,2018,5.02,Medium,4.36,5.64,4.89,1406,8,15,188.6,2
Ekiti,Irepodun/Ifelodun,2019,4.33,Medium,4.78,3.95,5.79,1217,11,12,147.8,1
Ekiti,Irepodun/Ifelodun,2020,4.13,Medium,4.25,4.28,6.37,1294,12,14,176.0,3
Ekiti,Irepodun/Ifelodun,2021,4.58,Medium,4.83,3.95,4.64,1241,14,15,198.6,1
Ekiti,Irepodun/Ifelodun,2022,4.19,Medium,3.59,4.82,5.87,1329,12,13,161.8,2
Ekiti,Irepodun/Ifelodun,2023,4.74,Medium,5.18,4.91,6.47,1326,11,10,126.4,3
Ekiti,Irepodun/Ifelodun,2024,4.06,Medium,4.86,3.62,6.65,1497,8,8,100.4,2
Ekiti,Ise/Orun,2018,3.87,Medium,3.39,4.51,6.44,1501,10,14,173.2,3
Ekiti,Ise/Orun,2019,4.45,Medium,4.24,5.09,6.43,1396,20,8,102.6,1
Ekiti,Ise/Orun,2020,4.85,Medium,3.92,5.59,4.79,1454,12,11,143.0,2
Ekiti,Ise/Orun,2021,5.04,Medium,4.36,5.86,5.25,1403,8,13,169.9,3
Ekiti,Ise/Orun,2022,3.95,Medium,4.32,3.6,6.1,1277,18,14,185.0,1
Ekiti,Ise/Orun,2023,3.74,Medium,3.19,3.93,5.55,1640,15,17,222.6,1
Ekiti,Ise/Orun,2024,4.99,Medium,5.06,5.14,5.45,1358,15,18,229.0,2
Ekiti,Moba,2018,3.77,Medium,3.24,4.15,5.9,1306,20,10,126.5,1
Ekiti,Moba,2019,4.12,Medium,3.59,4.13,4.84,1361,17,16,213.1,1
